time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-14T03:56:25.100Z,38.7797,-122.741,0.9,0.6,Md,13,75.6,0.00898315,0.08,nc,nc71085874,2014-08-20T05:11:07.357Z,"1km ENE of The Geysers, California",earthquake
2014-08-14T03:55:13.700Z,38.7758,-122.7607,1.7,2.6,Md,78,21.6,0.00898315,0.07,nc,nc72273625,2014-08-14T20:10:06.874Z,"0km WSW of The Geysers, California",earthquake
2014-08-14T03:52:48.500Z,38.8402,-122.8042,2.3,1.2,Md,21,50.4,0.00898315,0.03,nc,nc72273620,2014-08-14T05:01:07.499Z,"7km WNW of Cobb, California",earthquake
2014-08-14T03:52:21.400Z,38.7647,-122.73,3.4,0.3,Md,9,104.4,0.00898315,0.01,nc,nc72273615,2014-08-14T03:54:00.017Z,"2km ESE of The Geysers, California",earthquake
2014-08-14T03:51:40.000Z,62.1784,-150.391,47.9,1.6,ml,,,,1.15,ak,ak11357111,2014-08-14T21:54:41.175Z,"21km SW of Talkeetna, Alaska",earthquake
2014-08-14T03:45:10.800Z,34.6031667,-119.0681667,7.02,1.75,ml,32,53,0.133,0.3,ci,ci15538145,2014-08-14T20:11:14.300Z,"23km NE of Ojai, California",earthquake
2014-08-14T03:43:42.590Z,34.6165,-119.0596667,0,2.57,ml,41,34,0.122,0.33,ci,ci15538137,2014-08-15T02:52:44.621Z,"25km NE of Ojai, California",earthquake
2014-08-14T03:43:17.760Z,34.5908333,-119.0566667,1.66,1.41,ml,18,110,0.1472,0.14,ci,ci15538129,2014-08-14T20:01:29.070Z,"23km NE of Ojai, California",earthquake
2014-08-14T03:39:40.600Z,38.9726667,-111.4066667,1.74,1.25,md,6,111,0.1928,0.05,uu,uu60080647,2014-08-14T16:48:25.740Z,"27km WSW of Ferron, Utah",earthquake
2014-08-14T03:39:21.100Z,38.842,-122.801,2,1.4,Md,27,39.6,0.00898315,0.06,nc,nc72273605,2014-08-14T07:18:02.436Z,"7km WNW of Cobb, California",earthquake
2014-08-14T03:32:28.910Z,44.5756667,-110.7476667,6.85,1.29,md,11,114,0.08034,0.18,uu,uu60080637,2014-08-14T16:57:41.800Z,"14km NNE of Old Faithful Geyser, Wyoming",earthquake
2014-08-14T03:28:43.700Z,38.8365,-122.8035,2.6,0.4,Md,14,57.6,0.00898315,0.02,nc,nc72273600,2014-08-14T04:16:07.404Z,"7km WNW of Cobb, California",earthquake
2014-08-14T03:27:57.210Z,35.5885,-117.3966667,7.04,0.53,ml,8,111,0.05345,0.08,ci,ci15538121,2014-08-14T19:55:16.080Z,"19km S of Searles Valley, California",earthquake
2014-08-14T03:27:40.800Z,38.8265,-122.7977,3.3,0.3,Md,16,79.2,0.00898315,0.02,nc,nc72273595,2014-08-20T03:36:07.053Z,"6km W of Cobb, California",earthquake
2014-08-14T03:20:24.100Z,48.5677,-125.4003,5,0.7,Md,,226.8,0.31441035,0.53,uw,uw60843717,2014-08-14T03:50:53.484Z,"42km SSE of Ucluelet, Canada",earthquake
2014-08-14T03:19:58.950Z,33.3221667,-116.3973333,6.16,1.13,ml,44,57,0.02569,0.17,ci,ci15538113,2014-08-14T19:52:45.450Z,"7km NNW of Borrego Springs, California",earthquake
2014-08-14T03:19:52.800Z,38.8138,-122.7365,3.5,0.4,Md,8,122.4,0.00898315,0.06,nc,nc72273590,2014-08-14T03:55:05.140Z,"1km SW of Cobb, California",earthquake
2014-08-14T03:17:54.000Z,38.8403,-122.8018,2.5,1.7,Md,35,32.4,0.00898315,0.03,nc,nc72273585,2014-08-14T06:17:05.760Z,"7km WNW of Cobb, California",earthquake
2014-08-14T03:06:28.310Z,36.1238,-97.02,3.31,2.1,mb_lg,,69,0.256,0.68,us,usb000s2j8,2014-08-14T17:41:45.720Z,"3km ENE of Stillwater, Oklahoma",earthquake
2014-08-14T02:42:53.000Z,36.0042,-120.5668,4.5,0.8,Md,23,97.2,0.02694946,0.06,nc,nc72273575,2014-08-20T02:44:29.903Z,"23km SW of Coalinga, California",earthquake
2014-08-14T02:42:11.000Z,61.97,-151.4482,74.4,1.8,ml,,,,0.68,ak,ak11357105,2014-08-14T21:54:40.204Z,"78km WNW of Willow, Alaska",earthquake
2014-08-14T02:39:26.700Z,36.0037,-120.5655,4.8,0.7,Md,23,93.6,0.02694946,0.06,nc,nc72273570,2014-08-20T02:45:30.014Z,"23km SW of Coalinga, California",earthquake
2014-08-14T02:33:09.350Z,36.1408333,-118.06,0.96,1.63,ml,24,80,0.1677,0.15,ci,ci15538105,2014-08-14T19:44:50.070Z,"51km S of Lone Pine, California",earthquake
2014-08-14T02:29:40.900Z,46.0857,-122.3487,16.8,0.1,Md,,122.4,0.04491576,0.19,uw,uw60074918,2014-08-14T18:13:36.927Z,"20km NNE of Amboy, Washington",earthquake
2014-08-14T02:29:03.400Z,38.8227,-122.7907,3.4,1.6,Md,36,28.8,0.00898315,0.03,nc,nc72273565,2014-08-14T05:58:03.798Z,"5km W of Cobb, California",earthquake
2014-08-14T02:23:37.816Z,38.9797,-118.115,4.6349,2.01,ml,11,98.08,0.07,0.1675,nn,nn00455966,2014-08-14T02:45:32.305Z,"20km NW of Gabbs, Nevada",earthquake
2014-08-14T02:04:45.500Z,48.7693,-122.183,7.3,0.7,Md,,108,0.18864621,0.2,uw,uw60843577,2014-08-14T03:39:02.225Z,"13km ENE of Sudden Valley, Washington",earthquake
2014-08-14T01:39:57.350Z,35.7346667,-117.6576667,2.42,0.9,ml,8,198,0.09454,0.09,ci,ci15538097,2014-08-14T19:40:40.946Z,"12km N of Ridgecrest, California",earthquake
2014-08-14T01:39:22.940Z,38.7526667,-122.7235,2.12,0.3,md,16,72,0.01515,0.09,nc,nc72273550,2014-08-20T02:34:05.208Z,"3km SE of The Geysers, California",earthquake
2014-08-14T01:25:34.830Z,36.1408333,-118.0568333,1.58,1.63,ml,22,80,0.1651,0.16,ci,ci15538081,2014-08-14T19:38:25.630Z,"51km S of Lone Pine, California",earthquake
2014-08-14T01:16:11.130Z,40.3661667,-124.0776667,8.69,2.46,md,22,44,0.06067,0.13,nc,nc72273535,2014-08-14T21:49:07.547Z,"14km S of Rio Dell, California",earthquake
2014-08-14T01:02:36.900Z,38.7931671,-122.7626648,2.71,0.48,md,12,76,0.01973,0.02,nc,nc72273525,2014-08-14T01:46:04.914Z,"1km NNW of The Geysers, California",earthquake
2014-08-14T00:57:34.500Z,19.1275,-65.2506,138,3.4,Md,9,273.6,0.81567028,0.07,pr,pr14226000,2014-08-14T09:00:13.558Z,"91km N of Culebra, Puerto Rico",earthquake
2014-08-14T00:30:40.800Z,19.4303,-155.315,5.9,2,Ml,,93.6,0.02694946,0.05,hv,hv60749541,2014-08-14T21:47:09.000Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-14T00:07:59.920Z,34.2993333,-116.8913333,8.49,0.9,ml,15,68,0.04425,0.12,ci,ci15538073,2014-08-14T19:33:43.900Z,"6km NW of Big Bear City, California",earthquake
2014-08-14T00:06:12.000Z,62.2632,-145.8344,0.1,2,ml,,,,0.84,ak,ak11357059,2014-08-14T21:54:39.388Z,"22km NW of Glennallen, Alaska",earthquake
2014-08-14T00:02:56.060Z,-20.1509,-69.9933,52.97,5.3,mww,,55,0.448,0.77,us,usb000s2i1,2014-08-14T22:40:53.865Z,"17km ENE of Iquique, Chile",earthquake
2014-08-13T23:57:30.890Z,33.6025,-116.8165,9.91,0.76,ml,28,60,0.03787,0.1,ci,ci15538065,2014-08-14T19:30:21.700Z,"14km WNW of Anza, California",earthquake
2014-08-13T23:46:05.900Z,47.8502,-120.7708,9.5,1.7,Md,,111.6,0.07186522,0.13,uw,uw60843347,2014-08-14T03:57:05.169Z,"29km NNW of Leavenworth, Washington",earthquake
2014-08-13T23:33:51.000Z,65.0154,-147.3257,15.5,1.3,ml,,,,0.75,ak,ak11356939,2014-08-14T21:54:27.121Z,"25km NNE of Badger, Alaska",earthquake
2014-08-13T23:26:23.200Z,38.7583,-122.7182,2.5,1.4,Md,17,93.6,0.01796631,0.05,nc,nc72273505,2014-08-14T01:02:05.134Z,"3km ESE of The Geysers, California",earthquake
2014-08-13T23:16:42.000Z,60.4355,-140.8692,24.6,1.3,ml,,,,0.57,ak,ak11356938,2014-08-14T21:54:26.439Z,"95km ENE of Cape Yakataga, Alaska",earthquake
2014-08-13T23:14:22.600Z,38.83,-122.8517,2.6,0.9,Md,7,165.6,0.01796631,0.02,nc,nc72273500,2014-08-13T23:16:02.430Z,"10km NW of The Geysers, California",earthquake
2014-08-13T23:11:38.900Z,38.8402,-122.8277,2.7,0.6,Md,10,72,0.00898315,0.02,nc,nc72273495,2014-08-13T23:13:17.113Z,"9km WNW of Cobb, California",earthquake
2014-08-13T23:04:37.000Z,60.3697,-140.3546,0.1,2.2,ml,,,,0.82,ak,ak11356934,2014-08-14T21:54:22.392Z,"98km NNW of Yakutat, Alaska",earthquake
2014-08-13T22:51:29.440Z,33.8031,131.7991,87.3,4.5,mb,,83,1.025,0.39,us,usb000s2hh,2014-08-13T23:14:53.158Z,"21km SW of Hikari, Japan",earthquake
2014-08-13T22:32:06.800Z,39.3378,-122.8905,13.4,2.9,Ml,86,25.2,0.16169675,0.1,nc,nc72273480,2014-08-14T22:03:51.629Z,"19km N of Upper Lake, California",earthquake
2014-08-13T22:30:27.400Z,35.94,-119.9952,14.1,1.7,Md,48,118.8,0.1527136,0.18,nc,nc72273485,2014-08-20T05:52:06.726Z,"8km SSW of Kettleman City, California",earthquake
2014-08-13T22:28:31.130Z,36.1458333,-118.066,3.02,0.77,ml,9,176,0.1732,0.09,ci,ci15538057,2014-08-14T19:26:25.830Z,"51km S of Lone Pine, California",earthquake
2014-08-13T22:26:11.000Z,38.8282,-122.8527,2.7,1.1,Md,20,57.6,0,0.02,nc,nc72273470,2014-08-13T22:59:05.589Z,"10km NW of The Geysers, California",earthquake
2014-08-13T22:23:58.530Z,35.2388333,-118.5753333,5.92,1.23,ml,14,74,0.09319,0.17,ci,ci15538049,2014-08-15T00:06:33.760Z,"10km NNE of Bear Valley Springs, California",earthquake
2014-08-13T22:18:30.600Z,38.8273,-122.8517,2.7,2,Md,59,39.6,0,0.04,nc,nc72273465,2014-08-14T19:45:04.117Z,"9km NW of The Geysers, California",earthquake
2014-08-13T22:13:35.740Z,33.9468333,-116.8323333,12.98,1.46,ml,57,26,0.09042,0.14,ci,ci15538041,2014-08-14T19:23:11.520Z,"4km ENE of Banning, California",earthquake
2014-08-13T22:09:51.000Z,65.3824,-147.9832,5.6,1.2,ml,,,,0.17,ak,ak11356712,2014-08-14T21:54:20.718Z,"59km N of College, Alaska",earthquake
2014-08-13T22:08:45.000Z,65.0843,-148.9161,13.9,1,ml,,,,0.13,ak,ak11356711,2014-08-14T21:54:20.073Z,"50km WNW of Ester, Alaska",earthquake
2014-08-13T21:53:40.970Z,37.7811667,-113.7735,0.75,1.49,ml,10,105,0.2641,0.09,uu,uu60080617,2014-08-16T19:53:47.664Z,"27km NNW of Enterprise, Utah",earthquake
2014-08-13T21:43:20.700Z,38.826,-122.7988,3.3,0.5,Md,7,97.2,0.00898315,0.01,nc,nc72273440,2014-08-13T22:08:04.898Z,"6km W of Cobb, California",earthquake
2014-08-13T21:36:41.560Z,33.8598333,-117.4983333,0.01,1.61,ml,26,51,0.05455,0.15,ci,ci15538017,2014-08-14T19:11:00.390Z,"2km SE of Home Gardens, California",quarry_blast
2014-08-13T21:11:50.600Z,38.8188,-122.8052,3.7,1.7,Md,39,50.4,0.00898315,0.03,nc,nc72273430,2014-08-14T01:12:11.271Z,"6km NW of The Geysers, California",earthquake
2014-08-13T21:01:45.600Z,38.8293,-122.8673,3,0.8,Md,14,75.6,0.00898315,0.02,nc,nc72273425,2014-08-13T21:28:05.484Z,"11km WNW of The Geysers, California",earthquake
2014-08-13T20:33:13.000Z,59.7389,-151.773,58.2,2,ml,,,,0.47,ak,ak11356596,2014-08-14T21:54:19.238Z,"5km SE of Anchor Point, Alaska",earthquake
2014-08-13T20:29:05.000Z,61.3038,-152.5883,0,2.4,ml,,,,0.87,ak,ak11356592,2014-08-14T21:54:18.293Z,"91km N of Redoubt Volcano, Alaska",earthquake
2014-08-13T20:26:44.800Z,38.8372,-122.8108,2.8,0.4,Md,9,86.4,0.01796631,0.02,nc,nc72273395,2014-08-13T20:55:01.876Z,"7km WNW of Cobb, California",earthquake
2014-08-13T19:59:10.300Z,34.181,-117.628,7.03,0.83,ml,16,79,0.06073,0.19,ci,ci15538001,2014-08-14T19:06:23.520Z,"3km NE of San Antonio Heights, California",earthquake
2014-08-13T19:56:43.490Z,38.8195,-122.7823334,1.9,0.86,md,15,43,0.006364,0.03,nc,nc72273370,2014-08-13T20:14:02.385Z,"5km W of Cobb, California",earthquake
2014-08-13T19:53:48.000Z,60.674,-140.5934,15.8,1.6,ml,,,,0.21,ak,ak11356482,2014-08-14T21:54:17.659Z,"121km NE of Cape Yakataga, Alaska",earthquake
2014-08-13T19:52:47.200Z,45.7743,-121.556,0,1,Md,,165.6,0.09881468,0.12,uw,uw60074913,2014-08-14T18:39:25.669Z,"7km NW of White Salmon, Washington",quarry
2014-08-13T19:26:39.000Z,62.0115,-150.0984,6.7,1.6,ml,,,,0.98,ak,ak11356333,2014-08-14T21:54:15.161Z,"21km SW of Y, Alaska",earthquake
2014-08-13T19:11:33.600Z,38.8233,-122.7622,2.1,0.2,Md,14,93.6,0.00898315,0.03,nc,nc72273360,2014-08-20T01:42:04.759Z,"3km W of Cobb, California",earthquake
2014-08-13T18:25:32.000Z,63.1942,-150.1813,63.1,1.1,ml,,,,0.89,ak,ak11356224,2014-08-14T22:05:59.685Z,"65km WSW of Cantwell, Alaska",earthquake
2014-08-13T18:23:33.600Z,17.884,-67.0463,6,2,Md,6,266.4,0.08533995,0.2,pr,pr14225005,2014-08-13T18:55:05.480Z,"10km S of La Parguera, Puerto Rico",earthquake
2014-08-13T18:20:43.500Z,48.112,-122.9152,51.3,1.7,Ml,,72,0.09881468,0.3,uw,uw60842932,2014-08-14T02:47:16.830Z,"11km W of Port Townsend, Washington",earthquake
2014-08-13T18:19:57.700Z,38.836,-122.8023,3,1.9,Md,41,32.4,0.00898315,0.04,nc,nc72273350,2014-08-13T22:13:05.463Z,"7km WNW of Cobb, California",earthquake
2014-08-13T18:16:31.000Z,62.2253,-147.9712,37.7,1.2,ml,,,,0.55,ak,ak11356155,2014-08-14T21:54:13.812Z,"66km NE of Sutton-Alpine, Alaska",earthquake
2014-08-13T18:12:05.450Z,35.0455,-117.6601667,0.01,1.85,ml,7,116,0.1148,0.09,ci,ci15537993,2014-08-14T18:59:30.577Z,"5km N of Boron, California",quarry_blast
2014-08-13T18:05:55.600Z,36.1225,-120.74,7.9,1.2,Md,24,129.6,0.10779783,0.07,nc,nc72273345,2014-08-20T05:23:08.697Z,"34km W of Coalinga, California",earthquake
2014-08-13T17:56:37.900Z,36.389,-120.9628,5.8,1.7,Md,27,72,0.08084838,0.12,nc,nc72273340,2014-08-20T04:41:04.004Z,"24km NE of King City, California",earthquake
2014-08-13T17:49:10.200Z,36.0245,-120.5877,4.8,1.7,Md,64,43.2,0.04491576,0.07,nc,nc72273335,2014-08-20T03:31:06.536Z,"24km WSW of Coalinga, California",earthquake
2014-08-13T17:48:38.000Z,61.8021,-149.6808,37.4,1.8,ml,,,,0.5,ak,ak11356118,2014-08-14T21:54:12.450Z,"19km ENE of Willow, Alaska",earthquake
2014-08-13T17:39:46.400Z,45.702,-122.3637,0,1,Md,,334.8,0.23356197,0.09,uw,uw60074908,2014-08-14T18:38:25.566Z,"7km NNE of Fern Prairie, Washington",quarry
2014-08-13T17:33:21.310Z,34.0298333,-117.1575,7.8,0.97,ml,30,64,0.03787,0.11,ci,ci15537969,2014-08-14T18:55:19.400Z,"3km SE of Redlands, California",earthquake
2014-08-13T17:17:25.000Z,37.542,-118.8782,8.3,0.6,Md,17,154.8,0.06288207,0.02,nc,nc72273320,2014-08-13T18:55:03.702Z,"14km SE of Mammoth Lakes, California",earthquake
2014-08-13T17:14:41.000Z,60.8482,-152.2724,101,1.6,ml,,,,0.46,ak,ak11356154,2014-08-14T21:54:52.616Z,"47km NNE of Redoubt Volcano, Alaska",earthquake
2014-08-13T17:12:17.000Z,52.7954,-169.4911,2.3,2.4,ml,,,,0.49,ak,ak11356047,2014-08-14T21:54:48.551Z,"44km WSW of Nikolski, Alaska",earthquake
2014-08-13T17:11:35.778Z,36.7153,-115.5948,0,1.45,ml,17,113.43,0.3,0.1335,nn,nn00455900,2014-08-13T17:29:58.070Z,"66km NNE of Pahrump, Nevada",earthquake
2014-08-13T16:59:02.000Z,56.5836,-156.443,93.8,2.7,ml,,,,1.08,ak,ak11356044,2014-08-14T22:05:48.811Z,"98km NNW of Chirikof Island, Alaska",earthquake
2014-08-13T16:53:02.000Z,38.8293,-122.8095,1.3,0.7,Md,10,64.8,0.00898315,0.02,nc,nc72273315,2014-08-13T17:16:07.816Z,"7km W of Cobb, California",earthquake
2014-08-13T16:51:25.000Z,62.3699,-151.2113,82.5,1.8,ml,,,,0.93,ak,ak11356019,2014-08-14T21:54:07.203Z,"57km W of Talkeetna, Alaska",earthquake
2014-08-13T16:49:43.500Z,14.0294,120.7895,171.66,4.2,mb,,116,8.365,0.72,us,usb000s2en,2014-08-14T00:52:12.116Z,"3km ENE of Bolboc, Philippines",earthquake
2014-08-13T16:46:49.210Z,36.7058,-115.5982,5.4522,1.63,ml,19,119.78,0.296,0.1417,nn,nn00455896,2014-08-13T18:33:29.654Z,"65km NNE of Pahrump, Nevada",earthquake
2014-08-13T16:27:38.800Z,47.6718,-120.3287,6.8,0.9,Md,,97.2,0.07186522,0.11,uw,uw60842867,2014-08-14T02:38:25.939Z,"9km W of Entiat, Washington",earthquake
2014-08-13T16:17:24.080Z,33.5136667,-116.4683333,11.81,0.48,ml,17,132,0.03692,0.13,ci,ci15537961,2014-08-14T18:49:12.700Z,"19km ESE of Anza, California",earthquake
2014-08-13T16:15:27.120Z,33.5136667,-116.4681667,11.16,0.82,ml,29,76,0.03678,0.11,ci,ci15537953,2014-08-14T18:44:46.310Z,"19km ESE of Anza, California",earthquake
2014-08-13T16:09:43.460Z,34.362,-117.0203333,0.01,1.14,ml,20,67,0.105,0.17,ci,ci15537945,2014-08-14T18:40:37.760Z,"10km SSW of Lucerne Valley, California",quarry_blast
2014-08-13T15:59:59.000Z,52.6905,-169.5263,13.2,4,ml,,,,0.43,ak,ak11355938,2014-08-14T22:05:05.764Z,"52km WSW of Nikolski, Alaska",earthquake
2014-08-13T15:44:28.180Z,36.6107,-97.6594,4.2,3.2,mb_lg,,78,0.281,0.38,us,usb000s2e7,2014-08-14T01:49:02.639Z,"22km SSE of Medford, Oklahoma",earthquake
2014-08-13T15:31:38.360Z,36.1478,-97.0288,5,2.4,mb_lg,,69,0.26,0.46,us,usb000s2j2,2014-08-15T12:57:53.199Z,"4km NE of Stillwater, Oklahoma",earthquake
2014-08-13T15:07:50.000Z,64.15,-148.6789,12.3,0.9,ml,,,,0.48,ak,ak11355836,2014-08-14T21:53:49.663Z,"35km NNE of Healy, Alaska",earthquake
2014-08-13T15:05:28.300Z,37.4702,-118.8477,6.6,0.6,Md,12,180,0.11678099,0.04,nc,nc72273295,2014-08-13T18:55:03.700Z,"22km SSE of Mammoth Lakes, California",earthquake
2014-08-13T14:47:06.200Z,46.1305,-122.5403,7.5,0.3,Md,,122.4,0.11678099,0.16,uw,uw60842827,2014-08-14T02:32:45.345Z,"25km NNW of Amboy, Washington",earthquake
2014-08-13T14:37:49.300Z,38.7877,-122.7628,1.2,0.5,Md,10,82.8,0.01796631,0.03,nc,nc72273290,2014-08-13T16:27:07.490Z,"1km NNW of The Geysers, California",earthquake
2014-08-13T14:29:57.000Z,63.4493,-151.4269,2.1,1.6,ml,,,,0.31,ak,ak11355814,2014-08-14T21:53:48.362Z,"123km W of Cantwell, Alaska",earthquake
2014-08-13T14:20:30.970Z,36.1433333,-118.0583333,1.54,1.34,ml,25,81,0.1667,0.17,ci,ci15537929,2014-08-14T18:35:47.100Z,"51km S of Lone Pine, California",earthquake
2014-08-13T14:17:39.620Z,34.5059,28.3178,36.96,4.6,mb,,153,2.585,1.14,us,usb000s2ds,2014-08-13T22:20:54.301Z,"150km SE of Karpathos, Greece",earthquake
2014-08-13T14:14:09.500Z,47.667,-120.3343,0.6,0.4,Md,,205.2,0.06288207,0.05,uw,uw60842797,2014-08-14T02:28:34.905Z,"9km W of Entiat, Washington",earthquake
2014-08-13T14:08:56.000Z,61.1615,-146.9756,4.8,1.6,ml,,,,0.35,ak,ak11355795,2014-08-14T21:53:47.561Z,"33km W of Valdez, Alaska",earthquake
2014-08-13T13:57:48.000Z,52.7407,-169.539,13.1,4.2,ml,,,,0.51,ak,ak11355721,2014-08-14T22:05:21.329Z,"50km WSW of Nikolski, Alaska",earthquake
2014-08-13T13:46:41.000Z,58.1581,-155.3338,2,2.4,ml,,,,0.55,ak,ak11355713,2014-08-14T21:53:46.696Z,"97km SE of King Salmon, Alaska",earthquake
2014-08-13T13:39:35.500Z,18.8507,-68.6065,113,3.3,Md,12,309.6,0.39705536,0.28,pr,pr14225004,2014-08-13T21:42:44.864Z,"22km NNE of Otra Banda, Dominican Republic",earthquake
2014-08-13T13:31:11.840Z,32.6345,-115.6993333,8.21,1.34,ml,18,135,0.02719,0.13,ci,ci15537913,2014-08-14T18:31:24.276Z,"12km WNW of Progreso, Mexico",earthquake
2014-08-13T13:27:04.600Z,38.8373,-122.8283,2.6,0.2,Md,18,50.4,0.00898315,0.02,nc,nc72273265,2014-08-19T23:50:06.038Z,"9km W of Cobb, California",earthquake
2014-08-13T13:22:40.800Z,38.8395,-122.8295,2.7,0.4,Md,6,100.8,0.01796631,0.03,nc,nc72273260,2014-08-13T14:02:06.740Z,"9km WNW of Cobb, California",earthquake
2014-08-13T13:19:41.000Z,52.8591,-169.5365,4.2,4,ml,,,,0.62,ak,ak11355698,2014-08-14T22:05:44.893Z,"45km W of Nikolski, Alaska",earthquake
2014-08-13T13:19:15.200Z,37.5127,-118.7887,15.3,1.8,Md,25,162,0.06288207,0.03,nc,nc72273255,2014-08-13T15:28:11.069Z,"22km SE of Mammoth Lakes, California",earthquake
2014-08-13T13:11:39.730Z,-22.2684,170.37,56.85,5,mb,,85,3.644,0.58,us,usb000s2dp,2014-08-13T21:14:17.144Z,"173km W of Ile Hunter, New Caledonia",earthquake
2014-08-13T12:52:17.800Z,36.5965,-121.2033,3.5,1,Md,25,43.2,0.02694946,0.07,nc,nc72273240,2014-08-20T02:38:54.234Z,"22km NNE of Soledad, California",earthquake
2014-08-13T12:41:15.600Z,33.7103333,-116.7263333,20.35,0.48,ml,21,58,0.01018,0.11,ci,ci15537905,2014-08-14T18:22:40.900Z,"3km S of Idyllwild-Pine Cove, California",earthquake
2014-08-13T12:30:53.300Z,38.813,-122.7818,2.6,0.8,Md,14,39.6,0,0.02,nc,nc72273235,2014-08-13T13:11:06.184Z,"4km NNW of The Geysers, California",earthquake
2014-08-13T12:18:28.000Z,66.3889,-147.4694,23.2,1.7,ml,,,,0.92,ak,ak11355617,2014-08-14T21:54:32.567Z,"99km W of Fort Yukon, Alaska",earthquake
2014-08-13T12:17:16.000Z,61.1841,-151.0385,42.5,1.6,ml,,,,0.33,ak,ak11355615,2014-08-14T21:53:45.229Z,"56km NNE of Nikiski, Alaska",earthquake
2014-08-13T12:16:25.333Z,41.8553,-119.6308,4.5185,2.33,ml,8,131.09,0.503,0.1875,nn,nn00455884,2014-08-14T04:03:26.824Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-13T12:14:33.690Z,40.4574,-104.634,4.96,2.1,ml,,169,0.016,0.7,us,usb000s2gf,2014-08-13T21:34:10.000Z,"7km ENE of Greeley, Colorado",earthquake
2014-08-13T12:08:07.700Z,40.5045,-124.3968,24.9,2.4,Md,29,219.6,0.05389892,0.13,nc,nc72273230,2014-08-16T06:03:05.905Z,"13km SW of Ferndale, California",earthquake
2014-08-13T12:06:45.400Z,41.5617,-124.3585,0.1,1.9,Md,,270,0.34135981,0.8,uw,uw60842722,2014-08-13T13:36:40.221Z,"25km SSW of Crescent City, California",earthquake
2014-08-13T12:04:50.000Z,59.8605,-153.1025,99.2,2.6,ml,,,,1,ak,ak11355566,2014-08-14T22:04:51.034Z,"71km W of Anchor Point, Alaska",earthquake
2014-08-13T12:02:28.700Z,38.8262,-122.802,3.3,0.5,Md,7,93.6,0.00898315,0.01,nc,nc72273225,2014-08-13T12:53:04.227Z,"6km W of Cobb, California",earthquake
2014-08-13T11:57:13.900Z,38.8097,-122.8145,2.9,1,Md,11,108,0.00898315,0.02,nc,nc72273220,2014-08-13T12:41:02.985Z,"6km NW of The Geysers, California",earthquake
2014-08-13T11:48:44.200Z,38.8422,-122.8113,1.6,0.2,Md,7,82.8,0.01796631,0.01,nc,nc72273210,2014-08-13T12:41:02.984Z,"7km WNW of Cobb, California",earthquake
2014-08-13T11:48:12.770Z,34.0333333,-117.1526667,6.91,0.72,ml,22,143,0.0335,0.11,ci,ci15537897,2014-08-14T18:18:05.760Z,"3km SE of Redlands, California",earthquake
2014-08-13T11:48:08.900Z,38.8223,-122.8042,3.4,0.2,Md,13,118.8,0.00898315,0.02,nc,nc72273205,2014-08-20T00:26:06.434Z,"6km NW of The Geysers, California",earthquake
2014-08-13T11:40:26.100Z,38.8147,-122.8112,2.8,0.9,Md,17,43.2,0.00898315,0.02,nc,nc72273200,2014-08-13T13:40:04.444Z,"6km NW of The Geysers, California",earthquake
2014-08-13T11:35:04.000Z,63.12,-151.2099,0.1,1.9,ml,,,,0.93,ak,ak11355550,2014-08-14T21:53:43.556Z,"105km NNW of Talkeetna, Alaska",earthquake
2014-08-13T11:30:17.950Z,32.645,-116.0995,8.93,1.35,ml,18,107,0.009847,0.18,ci,ci15537889,2014-08-14T18:10:38.960Z,"34km E of Campo, California",earthquake
2014-08-13T11:26:50.600Z,37.5435,-118.879,8.1,0.6,Md,18,151.2,0.06288207,0.02,nc,nc72273195,2014-08-20T00:09:08.018Z,"14km SE of Mammoth Lakes, California",earthquake
2014-08-13T11:26:49.300Z,38.8275,-122.8537,2.6,1,Md,20,57.6,0,0.03,nc,nc72273190,2014-08-13T13:47:10.158Z,"10km WNW of The Geysers, California",earthquake
2014-08-13T11:20:50.558Z,40.2927,-119.7148,12.4818,1.36,ml,8,255.98,0.124,0.1379,nn,nn00455882,2014-08-13T22:14:41.404Z,"42km SW of Gerlach-Empire, Nevada",earthquake
2014-08-13T11:15:44.260Z,34.4585,-117.8613333,7.23,2.42,ml,88,18,0.01318,0.17,ci,ci15537881,2014-08-14T18:07:54.960Z,"13km ESE of Littlerock, California",earthquake
2014-08-13T11:10:07.340Z,36.0045,-120.5661667,4.92,1.09,md,32,98,0.02446,0.06,nc,nc72273185,2014-08-20T02:36:49.900Z,"23km SW of Coalinga, California",earthquake
2014-08-13T11:08:48.870Z,35.8155,-97.4273,3.08,2.3,mb_lg,,96,0.029,0.38,us,usb000s2dj,2014-08-13T19:11:17.769Z,"7km S of Guthrie, Oklahoma",earthquake
2014-08-13T11:08:02.000Z,61.797,-148.532,10.7,0.7,ml,,,,0.34,ak,ak11355541,2014-08-14T21:54:30.645Z,"16km E of Sutton-Alpine, Alaska",earthquake
2014-08-13T11:04:47.000Z,37.6369,-116.7915,16.9758,1.39,ml,14,90.5,0.444,0.1662,nn,nn00455879,2014-08-13T13:57:23.729Z,"39km ESE of Goldfield, Nevada",earthquake
2014-08-13T11:04:35.000Z,61.1605,-147.4083,14.7,2,ml,,,,0.53,ak,ak11355539,2014-08-14T21:53:41.796Z,"57km W of Valdez, Alaska",earthquake
